Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2016-10-15 01:34:18.610808: step 0, loss = 4.67 (5.9 examples/sec; 21.874 sec/batch)
2016-10-15 01:42:19.240971: step 2680, loss = 1.20 (748.4 examples/sec; 0.171 sec/batch)
2016-10-15 01:42:21.001079: step 2690, loss = 1.39 (721.9 examples/sec; 0.177 sec/batch)
2016-10-15 01:42:22.761430: step 2700, loss = 1.46 (751.1 examples/sec; 0.170 sec/batch)
2016-10-15 01:42:24.722937: step 2710, loss = 1.27 (762.1 examples/sec; 0.168 sec/batch)
2016-10-15 01:42:26.479084: step 2720, loss = 1.35 (727.4 examples/sec; 0.176 sec/batch)
2016-10-15 01:42:28.246633: step 2730, loss = 1.51 (713.6 examples/sec; 0.179 sec/batch)
2016-10-15 01:42:30.015564: step 2740, loss = 1.36 (713.2 examples/sec; 0.179 sec/batch)
2016-10-15 01:42:31.789787: step 2750, loss = 1.36 (696.6 examples/sec; 0.184 sec/batch)
2016-10-15 01:42:33.547250: step 2760, loss = 1.50 (732.3 examples/sec; 0.175 sec/batch)
2016-10-15 01:42:35.297289: step 2770, loss = 1.16 (751.2 examples/sec; 0.170 sec/batch)
2016-10-15 01:42:37.059961: step 2780, loss = 1.43 (713.0 examples/sec; 0.180 sec/batch)
2016-10-15 01:42:38.809814: step 2790, loss = 1.49 (747.8 examples/sec; 0.171 sec/batch)
2016-10-15 01:42:40.568172: step 2800, loss = 1.37 (744.7 examples/sec; 0.172 sec/batch)
2016-10-15 01:42:42.510535: step 2810, loss = 1.72 (727.9 examples/sec; 0.176 sec/batch)
2016-10-15 01:42:44.274931: step 2820, loss = 1.30 (710.1 examples/sec; 0.180 sec/batch)
2016-10-15 01:42:46.035754: step 2830, loss = 1.26 (718.6 examples/sec; 0.178 sec/batch)
2016-10-15 01:42:47.789983: step 2840, loss = 1.19 (728.3 examples/sec; 0.176 sec/batch)
2016-10-15 01:42:49.554813: step 2850, loss = 1.16 (715.6 examples/sec; 0.179 sec/batch)
2016-10-15 01:42:51.305655: step 2860, loss = 1.40 (737.6 examples/sec; 0.174 sec/batch)
2016-10-15 01:42:53.070838: step 2870, loss = 1.29 (699.9 examples/sec; 0.183 sec/batch)
2016-10-15 01:42:54.826295: step 2880, loss = 1.33 (726.2 examples/sec; 0.176 sec/batch)
2016-10-15 01:42:56.574127: step 2890, loss = 1.26 (770.2 examples/sec; 0.166 sec/batch)
2016-10-15 01:42:58.339358: step 2900, loss = 1.14 (714.7 examples/sec; 0.179 sec/batch)
2016-10-15 01:43:00.272186: step 2910, loss = 1.20 (743.1 examples/sec; 0.172 sec/batch)
2016-10-15 01:43:02.038014: step 2920, loss = 1.18 (719.2 examples/sec; 0.178 sec/batch)
2016-10-15 01:43:03.806106: step 2930, loss = 1.33 (721.1 examples/sec; 0.177 sec/batch)
2016-10-15 01:43:05.557273: step 2940, loss = 1.09 (718.5 examples/sec; 0.178 sec/batch)
2016-10-15 01:43:07.314254: step 2950, loss = 1.34 (710.2 examples/sec; 0.180 sec/batch)
2016-10-15 01:43:09.071078: step 2960, loss = 1.41 (725.9 examples/sec; 0.176 sec/batch)
2016-10-15 01:43:10.826313: step 2970, loss = 1.29 (739.2 examples/sec; 0.173 sec/batch)
2016-10-15 01:43:12.590241: step 2980, loss = 1.32 (735.7 examples/sec; 0.174 sec/batch)
2016-10-15 01:43:14.344396: step 2990, loss = 1.22 (730.3 examples/sec; 0.175 sec/batch)
2016-10-15 01:43:16.096741: step 3000, loss = 1.54 (731.5 examples/sec; 0.175 sec/batch)
2016-10-15 01:43:18.539002: step 3010, loss = 1.40 (703.1 examples/sec; 0.182 sec/batch)
2016-10-15 01:43:20.296741: step 3020, loss = 1.30 (702.4 examples/sec; 0.182 sec/batch)
2016-10-15 01:43:22.054168: step 3030, loss = 1.47 (753.8 examples/sec; 0.170 sec/batch)
2016-10-15 01:43:23.811034: step 3040, loss = 1.22 (715.7 examples/sec; 0.179 sec/batch)
2016-10-15 01:43:25.566044: step 3050, loss = 1.17 (724.0 examples/sec; 0.177 sec/batch)
2016-10-15 01:43:27.330084: step 3060, loss = 1.13 (727.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:43:29.107145: step 3070, loss = 1.32 (705.5 examples/sec; 0.181 sec/batch)
2016-10-15 01:43:30.867865: step 3080, loss = 1.26 (726.7 examples/sec; 0.176 sec/batch)
2016-10-15 01:43:32.641528: step 3090, loss = 1.33 (686.1 examples/sec; 0.187 sec/batch)
2016-10-15 01:43:34.386311: step 3100, loss = 1.37 (760.0 examples/sec; 0.168 sec/batch)
2016-10-15 01:43:36.323642: step 3110, loss = 1.28 (717.9 examples/sec; 0.178 sec/batch)
2016-10-15 01:43:38.080088: step 3120, loss = 1.35 (723.1 examples/sec; 0.177 sec/batch)
2016-10-15 01:43:39.834034: step 3130, loss = 1.41 (693.3 examples/sec; 0.185 sec/batch)
2016-10-15 01:43:41.586239: step 3140, loss = 1.37 (732.3 examples/sec; 0.175 sec/batch)
2016-10-15 01:43:43.346759: step 3150, loss = 1.16 (738.4 examples/sec; 0.173 sec/batch)
2016-10-15 01:43:45.106425: step 3160, loss = 1.26 (750.4 examples/sec; 0.171 sec/batch)
2016-10-15 01:43:46.864303: step 3170, loss = 1.27 (713.8 examples/sec; 0.179 sec/batch)
2016-10-15 01:43:48.630291: step 3180, loss = 1.16 (714.2 examples/sec; 0.179 sec/batch)
2016-10-15 01:43:50.390443: step 3190, loss = 1.15 (729.9 examples/sec; 0.175 sec/batch)
2016-10-15 01:43:52.146721: step 3200, loss = 1.29 (761.3 examples/sec; 0.168 sec/batch)
2016-10-15 01:43:54.095509: step 3210, loss = 1.35 (733.0 examples/sec; 0.175 sec/batch)
2016-10-15 01:43:55.854760: step 3220, loss = 1.28 (736.8 examples/sec; 0.174 sec/batch)
2016-10-15 01:43:57.621112: step 3230, loss = 1.17 (728.4 examples/sec; 0.176 sec/batch)
2016-10-15 01:43:59.379430: step 3240, loss = 1.44 (726.3 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:01.137564: step 3250, loss = 1.46 (717.2 examples/sec; 0.178 sec/batch)
2016-10-15 01:44:02.904240: step 3260, loss = 1.29 (748.7 examples/sec; 0.171 sec/batch)
2016-10-15 01:44:04.668976: step 3270, loss = 1.23 (711.9 examples/sec; 0.180 sec/batch)
2016-10-15 01:44:06.420983: step 3280, loss = 1.30 (734.0 examples/sec; 0.174 sec/batch)
2016-10-15 01:44:08.179074: step 3290, loss = 1.30 (730.0 examples/sec; 0.175 sec/batch)
2016-10-15 01:44:09.937793: step 3300, loss = 1.39 (744.8 examples/sec; 0.172 sec/batch)
2016-10-15 01:44:11.881633: step 3310, loss = 1.23 (746.5 examples/sec; 0.171 sec/batch)
2016-10-15 01:44:13.633387: step 3320, loss = 1.21 (728.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:15.382530: step 3330, loss = 1.13 (728.4 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:17.143875: step 3340, loss = 1.29 (700.0 examples/sec; 0.183 sec/batch)
2016-10-15 01:44:18.897359: step 3350, loss = 1.20 (712.9 examples/sec; 0.180 sec/batch)
2016-10-15 01:44:20.660321: step 3360, loss = 1.09 (713.7 examples/sec; 0.179 sec/batch)
2016-10-15 01:44:22.417315: step 3370, loss = 1.08 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:24.180641: step 3380, loss = 1.13 (725.9 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:25.937359: step 3390, loss = 1.24 (726.4 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:27.686885: step 3400, loss = 1.21 (751.4 examples/sec; 0.170 sec/batch)
2016-10-15 01:44:29.632835: step 3410, loss = 1.12 (735.4 examples/sec; 0.174 sec/batch)
2016-10-15 01:44:31.390976: step 3420, loss = 1.04 (713.7 examples/sec; 0.179 sec/batch)
2016-10-15 01:44:33.141777: step 3430, loss = 1.16 (734.1 examples/sec; 0.174 sec/batch)
2016-10-15 01:44:34.901939: step 3440, loss = 1.07 (718.1 examples/sec; 0.178 sec/batch)
2016-10-15 01:44:36.664486: step 3450, loss = 1.13 (709.5 examples/sec; 0.180 sec/batch)
2016-10-15 01:44:38.412644: step 3460, loss = 1.00 (714.9 examples/sec; 0.179 sec/batch)
2016-10-15 01:44:40.174281: step 3470, loss = 1.24 (739.3 examples/sec; 0.173 sec/batch)
2016-10-15 01:44:41.938901: step 3480, loss = 1.09 (687.2 examples/sec; 0.186 sec/batch)
2016-10-15 01:44:43.694851: step 3490, loss = 1.30 (711.8 examples/sec; 0.180 sec/batch)
2016-10-15 01:44:45.459390: step 3500, loss = 1.23 (691.1 examples/sec; 0.185 sec/batch)
2016-10-15 01:44:47.395750: step 3510, loss = 1.17 (729.5 examples/sec; 0.175 sec/batch)
2016-10-15 01:44:49.153980: step 3520, loss = 1.14 (726.7 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:50.910478: step 3530, loss = 1.17 (755.1 examples/sec; 0.170 sec/batch)
2016-10-15 01:44:52.666940: step 3540, loss = 1.34 (726.9 examples/sec; 0.176 sec/batch)
2016-10-15 01:44:54.428625: step 3550, loss = 1.44 (733.3 examples/sec; 0.175 sec/batch)
2016-10-15 01:44:56.176708: step 3560, loss = 1.12 (755.2 examples/sec; 0.169 sec/batch)
2016-10-15 01:44:57.940992: step 3570, loss = 1.23 (739.6 examples/sec; 0.173 sec/batch)
2016-10-15 01:44:59.690687: step 3580, loss = 1.22 (738.3 examples/sec; 0.173 sec/batch)
2016-10-15 01:45:01.458976: step 3590, loss = 1.12 (690.6 examples/sec; 0.185 sec/batch)
2016-10-15 01:45:03.219793: step 3600, loss = 1.39 (734.5 examples/sec; 0.174 sec/batch)
2016-10-15 01:45:05.157736: step 3610, loss = 1.43 (733.7 examples/sec; 0.174 sec/batch)
2016-10-15 01:45:06.916503: step 3620, loss = 1.23 (711.7 examples/sec; 0.180 sec/batch)
2016-10-15 01:45:08.673643: step 3630, loss = 1.17 (728.3 examples/sec; 0.176 sec/batch)
2016-10-15 01:45:10.433244: step 3640, loss = 1.35 (715.0 examples/sec; 0.179 sec/batch)
2016-10-15 01:45:12.195677: step 3650, loss = 1.17 (714.3 examples/sec; 0.179 sec/batch)
2016-10-15 01:45:13.950663: step 3660, loss = 1.20 (754.7 examples/sec; 0.170 sec/batch)
2016-10-15 01:45:15.706642: step 3670, loss = 1.12 (746.4 examples/sec; 0.171 sec/batch)
2016-10-15 01:45:17.464547: step 3680, loss = 1.22 (735.5 examples/sec; 0.174 sec/batch)
2016-10-15 01:45:19.229631: step 3690, loss = 1.33 (726.0 examples/sec; 0.176 sec/batch)
2016-10-15 01:45:20.990016: step 3700, loss = 1.14 (733.9 examples/sec; 0.174 sec/batch)
2016-10-15 01:45:22.923777: step 3710, loss = 1.20 (730.3 examples/sec; 0.175 sec/batch)
2016-10-15 01:45:24.686714: step 3720, loss = 1.38 (736.6 examples/sec; 0.174 sec/batch)
2016-10-15 01:45:26.450662: step 3730, loss = 1.07 (714.6 examples/sec; 0.179 sec/batch)
2016-10-15 01:45:28.204472: step 3740, loss = 1.10 (744.7 examples/sec; 0.172 sec/batch)
2016-10-15 01:45:29.966838: step 3750, loss = 1.16 (746.1 examples/sec; 0.172 sec/batch)
2016-10-15 01:45:31.725109: step 3760, loss = 1.15 (761.0 examples/sec; 0.168 sec/batch)
2016-10-15 01:45:33.490109: step 3770, loss = 1.01 (740.0 examples/sec; 0.173 sec/batch)
2016-10-15 01:45:35.254066: step 3780, loss = 1.14 (718.3 examples/sec; 0.178 sec/batch)
2016-10-15 01:45:37.009309: step 3790, loss = 0.99 (746.3 examples/sec; 0.172 sec/batch)
2016-10-15 01:45:38.772169: step 3800, loss = 1.20 (730.5 examples/sec; 0.175 sec/batch)
2016-10-15 01:45:40.715375: step 3810, loss = 1.10 (789.2 examples/sec; 0.162 sec/batch)
2016-10-15 01:45:42.464937: step 3820, loss = 1.24 (725.9 examples/sec; 0.176 sec/batch)
2016-10-15 01:45:44.226124: step 3830, loss = 1.15 (725.4 examples/sec; 0.176 sec/batch)
2016-10-15 01:45:45.988188: step 3840, loss = 1.05 (723.2 examples/sec; 0.177 sec/batch)
2016-10-15 01:45:47.732594: step 3850, loss = 0.97 (760.8 examples/sec; 0.168 sec/batch)
2016-10-15 01:45:49.499402: step 3860, loss = 1.18 (734.3 examples/sec; 0.174 sec/batch)
2016-10-15 01:45:51.264844: step 3870, loss = 1.16 (690.8 examples/sec; 0.185 sec/batch)
2016-10-15 01:45:53.015262: step 3880, loss = 1.17 (738.3 examples/sec; 0.173 sec/batch)
2016-10-15 01:45:54.768683: step 3890, loss = 1.16 (728.0 examples/sec; 0.176 sec/batch)
2016-10-15 01:45:56.524684: step 3900, loss = 1.19 (726.0 examples/sec; 0.176 sec/batch)
2016-10-15 01:45:58.470643: step 3910, loss = 1.16 (736.8 examples/sec; 0.174 sec/batch)
2016-10-15 01:46:00.236814: step 3920, loss = 1.13 (701.2 examples/sec; 0.183 sec/batch)
2016-10-15 01:46:01.994755: step 3930, loss = 1.20 (718.8 examples/sec; 0.178 sec/batch)
2016-10-15 01:46:03.764894: step 3940, loss = 1.16 (717.8 examples/sec; 0.178 sec/batch)
2016-10-15 01:46:05.524807: step 3950, loss = 1.28 (708.8 examples/sec; 0.181 sec/batch)
2016-10-15 01:46:07.287520: step 3960, loss = 1.22 (706.3 examples/sec; 0.181 sec/batch)
2016-10-15 01:46:09.044806: step 3970, loss = 1.19 (745.5 examples/sec; 0.172 sec/batch)
2016-10-15 01:46:10.813028: step 3980, loss = 1.08 (714.3 examples/sec; 0.179 sec/batch)
2016-10-15 01:46:12.568192: step 3990, loss = 0.97 (732.8 examples/sec; 0.175 sec/batch)
2016-10-15 01:46:14.329135: step 4000, loss = 1.11 (738.5 examples/sec; 0.173 sec/batch)
2016-10-15 01:46:16.803622: step 4010, loss = 1.20 (749.0 examples/sec; 0.171 sec/batch)
2016-10-15 01:46:18.558668: step 4020, loss = 1.28 (729.9 examples/sec; 0.175 sec/batch)
2016-10-15 01:46:20.324354: step 4030, loss = 1.22 (734.3 examples/sec; 0.174 sec/batch)
2016-10-15 01:46:22.077543: step 4040, loss = 0.90 (737.8 examples/sec; 0.173 sec/batch)
2016-10-15 01:46:23.833144: step 4050, loss = 0.89 (739.0 examples/sec; 0.173 sec/batch)
2016-10-15 01:46:25.596292: step 4060, loss = 1.33 (732.6 examples/sec; 0.175 sec/batch)
2016-10-15 01:46:27.349790: step 4070, loss = 1.03 (717.0 examples/sec; 0.179 sec/batch)
2016-10-15 01:46:29.105669: step 4080, loss = 0.87 (746.0 examples/sec; 0.172 sec/batch)
2016-10-15 01:46:30.867077: step 4090, loss = 1.16 (721.3 examples/sec; 0.177 sec/batch)
2016-10-15 01:46:32.625854: step 4100, loss = 1.07 (730.8 examples/sec; 0.175 sec/batch)
2016-10-15 01:46:34.575251: step 4110, loss = 1.17 (723.4 examples/sec; 0.177 sec/batch)
2016-10-15 01:46:36.336100: step 4120, loss = 1.21 (763.6 examples/sec; 0.168 sec/batch)
2016-10-15 01:46:38.093245: step 4130, loss = 0.99 (720.1 examples/sec; 0.178 sec/batch)
2016-10-15 01:46:39.848958: step 4140, loss = 1.23 (724.2 examples/sec; 0.177 sec/batch)
2016-10-15 01:46:41.601477: step 4150, loss = 0.98 (719.3 examples/sec; 0.178 sec/batch)
2016-10-15 01:46:43.358735: step 4160, loss = 0.91 (723.0 examples/sec; 0.177 sec/batch)
2016-10-15 01:46:45.127360: step 4170, loss = 0.97 (724.8 examples/sec; 0.177 sec/batch)
2016-10-15 01:46:46.893311: step 4180, loss = 1.16 (752.1 examples/sec; 0.170 sec/batch)
2016-10-15 01:46:48.666818: step 4190, loss = 0.83 (720.1 examples/sec; 0.178 sec/batch)
2016-10-15 01:46:50.427304: step 4200, loss = 1.01 (746.9 examples/sec; 0.171 sec/batch)
2016-10-15 01:46:52.387470: step 4210, loss = 1.07 (727.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:46:54.152816: step 4220, loss = 1.09 (732.4 examples/sec; 0.175 sec/batch)
2016-10-15 01:46:55.917852: step 4230, loss = 1.18 (706.4 examples/sec; 0.181 sec/batch)
2016-10-15 01:46:57.678809: step 4240, loss = 1.05 (739.4 examples/sec; 0.173 sec/batch)
2016-10-15 01:46:59.439316: step 4250, loss = 1.12 (726.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:01.197604: step 4260, loss = 0.99 (738.1 examples/sec; 0.173 sec/batch)
2016-10-15 01:47:02.963519: step 4270, loss = 1.02 (725.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:04.721299: step 4280, loss = 1.03 (714.1 examples/sec; 0.179 sec/batch)
2016-10-15 01:47:06.485175: step 4290, loss = 1.05 (728.2 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:08.257805: step 4300, loss = 1.13 (693.4 examples/sec; 0.185 sec/batch)
2016-10-15 01:47:10.212629: step 4310, loss = 1.16 (703.9 examples/sec; 0.182 sec/batch)
2016-10-15 01:47:11.967647: step 4320, loss = 1.15 (734.3 examples/sec; 0.174 sec/batch)
2016-10-15 01:47:13.732060: step 4330, loss = 1.31 (732.8 examples/sec; 0.175 sec/batch)
2016-10-15 01:47:15.490710: step 4340, loss = 1.12 (752.6 examples/sec; 0.170 sec/batch)
2016-10-15 01:47:17.253428: step 4350, loss = 1.11 (711.9 examples/sec; 0.180 sec/batch)
2016-10-15 01:47:19.005097: step 4360, loss = 1.24 (725.3 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:20.771650: step 4370, loss = 1.05 (727.7 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:22.529010: step 4380, loss = 1.19 (731.0 examples/sec; 0.175 sec/batch)
2016-10-15 01:47:24.295701: step 4390, loss = 1.00 (686.3 examples/sec; 0.187 sec/batch)
2016-10-15 01:47:26.049935: step 4400, loss = 1.21 (720.1 examples/sec; 0.178 sec/batch)
2016-10-15 01:47:27.983073: step 4410, loss = 1.02 (738.8 examples/sec; 0.173 sec/batch)
2016-10-15 01:47:29.749937: step 4420, loss = 1.08 (721.3 examples/sec; 0.177 sec/batch)
2016-10-15 01:47:31.521101: step 4430, loss = 1.16 (727.4 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:33.283626: step 4440, loss = 1.04 (730.8 examples/sec; 0.175 sec/batch)
2016-10-15 01:47:35.036271: step 4450, loss = 1.12 (719.9 examples/sec; 0.178 sec/batch)
2016-10-15 01:47:36.798896: step 4460, loss = 1.03 (736.4 examples/sec; 0.174 sec/batch)
2016-10-15 01:47:38.565617: step 4470, loss = 1.04 (751.8 examples/sec; 0.170 sec/batch)
2016-10-15 01:47:40.332897: step 4480, loss = 0.98 (714.7 examples/sec; 0.179 sec/batch)
2016-10-15 01:47:42.083364: step 4490, loss = 1.11 (728.7 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:43.852974: step 4500, loss = 1.08 (726.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:45.804348: step 4510, loss = 1.18 (726.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:47.566806: step 4520, loss = 1.20 (731.0 examples/sec; 0.175 sec/batch)
2016-10-15 01:47:49.333198: step 4530, loss = 1.12 (723.1 examples/sec; 0.177 sec/batch)
2016-10-15 01:47:51.098221: step 4540, loss = 0.95 (730.5 examples/sec; 0.175 sec/batch)
2016-10-15 01:47:52.856694: step 4550, loss = 0.91 (739.1 examples/sec; 0.173 sec/batch)
2016-10-15 01:47:54.614860: step 4560, loss = 1.00 (747.4 examples/sec; 0.171 sec/batch)
2016-10-15 01:47:56.375023: step 4570, loss = 1.14 (730.9 examples/sec; 0.175 sec/batch)
2016-10-15 01:47:58.132451: step 4580, loss = 0.96 (727.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:47:59.885883: step 4590, loss = 1.03 (718.3 examples/sec; 0.178 sec/batch)
2016-10-15 01:48:01.638837: step 4600, loss = 1.05 (733.3 examples/sec; 0.175 sec/batch)
2016-10-15 01:48:03.593240: step 4610, loss = 1.06 (707.6 examples/sec; 0.181 sec/batch)
2016-10-15 01:48:05.348972: step 4620, loss = 1.11 (742.5 examples/sec; 0.172 sec/batch)
2016-10-15 01:48:07.107122: step 4630, loss = 1.15 (746.3 examples/sec; 0.172 sec/batch)
2016-10-15 01:48:08.864323: step 4640, loss = 0.92 (753.0 examples/sec; 0.170 sec/batch)
2016-10-15 01:48:10.616550: step 4650, loss = 1.14 (723.6 examples/sec; 0.177 sec/batch)
2016-10-15 01:48:12.383106: step 4660, loss = 1.07 (706.5 examples/sec; 0.181 sec/batch)
2016-10-15 01:48:14.140739: step 4670, loss = 0.93 (720.3 examples/sec; 0.178 sec/batch)
2016-10-15 01:48:15.897379: step 4680, loss = 1.01 (716.5 examples/sec; 0.179 sec/batch)
2016-10-15 01:48:17.655429: step 4690, loss = 1.00 (745.8 examples/sec; 0.172 sec/batch)
2016-10-15 01:48:19.408217: step 4700, loss = 0.93 (726.8 examples/sec; 0.176 sec/batch)
2016-10-15 01:48:21.343993: step 4710, loss = 1.10 (749.0 examples/sec; 0.171 sec/batch)
2016-10-15 01:48:23.101144: step 4720, loss = 1.13 (707.7 examples/sec; 0.181 sec/batch)
2016-10-15 01:48:24.861469: step 4730, loss = 1.15 (746.1 examples/sec; 0.172 sec/batch)
2016-10-15 01:48:26.610646: step 4740, loss = 0.92 (748.8 examples/sec; 0.171 sec/batch)
2016-10-15 01:48:28.359846: step 4750, loss = 1.00 (741.9 examples/sec; 0.173 sec/batch)
2016-10-15 01:48:30.109718: step 4760, loss = 1.18 (727.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:48:31.874271: step 4770, loss = 1.17 (718.4 examples/sec; 0.178 sec/batch)
2016-10-15 01:48:33.629938: step 4780, loss = 0.89 (743.9 examples/sec; 0.172 sec/batch)
2016-10-15 01:48:35.388196: step 4790, loss = 1.06 (725.3 examples/sec; 0.176 sec/batch)
2016-10-15 01:48:37.150402: step 4800, loss = 1.02 (762.1 examples/sec; 0.168 sec/batch)
2016-10-15 01:48:39.098523: step 4810, loss = 0.87 (726.6 examples/sec; 0.176 sec/batch)
2016-10-15 01:48:40.856101: step 4820, loss = 0.90 (752.2 examples/sec; 0.170 sec/batch)
2016-10-15 01:48:42.624718: step 4830, loss = 1.17 (725.5 examples/sec; 0.176 sec/batch)
2016-10-15 01:48:44.390764: step 4840, loss = 1.01 (710.0 examples/sec; 0.180 sec/batch)
2016-10-15 01:48:46.144216: step 4850, loss = 1.08 (731.7 examples/sec; 0.175 sec/batch)
2016-10-15 01:48:47.898580: step 4860, loss = 1.04 (717.3 examples/sec; 0.178 sec/batch)
2016-10-15 01:48:49.666842: step 4870, loss = 1.27 (713.9 examples/sec; 0.179 sec/batch)
2016-10-15 01:48:51.417909: step 4880, loss = 1.15 (728.1 examples/sec; 0.176 sec/batch)
2016-10-15 01:48:53.180770: step 4890, loss = 1.10 (715.2 examples/sec; 0.179 sec/batch)
2016-10-15 01:48:54.934609: step 4900, loss = 1.19 (748.6 examples/sec; 0.171 sec/batch)
2016-10-15 01:48:56.877020: step 4910, loss = 1.00 (711.1 examples/sec; 0.180 sec/batch)
2016-10-15 01:48:58.627440: step 4920, loss = 1.08 (734.1 examples/sec; 0.174 sec/batch)
2016-10-15 01:49:00.386028: step 4930, loss = 0.79 (699.8 examples/sec; 0.183 sec/batch)
2016-10-15 01:49:02.135887: step 4940, loss = 1.15 (726.6 examples/sec; 0.176 sec/batch)
2016-10-15 01:49:03.888290: step 4950, loss = 1.13 (729.1 examples/sec; 0.176 sec/batch)
2016-10-15 01:49:05.640877: step 4960, loss = 1.05 (732.3 examples/sec; 0.175 sec/batch)
2016-10-15 01:49:07.394603: step 4970, loss = 1.01 (756.9 examples/sec; 0.169 sec/batch)
2016-10-15 01:49:09.154514: step 4980, loss = 1.22 (773.9 examples/sec; 0.165 sec/batch)
2016-10-15 01:49:10.910408: step 4990, loss = 1.19 (741.6 examples/sec; 0.173 sec/batch)
2016-10-15 01:49:12.672847: step 5000, loss = 0.98 (708.1 examples/sec; 0.181 sec/batch)
2016-10-15 01:49:15.248468: step 5010, loss = 1.14 (725.8 examples/sec; 0.176 sec/batch)
2016-10-15 01:49:17.007107: step 5020, loss = 0.92 (745.5 examples/sec; 0.172 sec/batch)
2016-10-15 01:49:18.764177: step 5030, loss = 0.98 (730.9 examples/sec; 0.175 sec/batch)
2016-10-15 01:49:20.519535: step 5040, loss = 0.87 (759.4 examples/sec; 0.169 sec/batch)
2016-10-15 01:49:22.264302: step 5050, loss = 0.94 (742.4 examples/sec; 0.172 sec/batch)
2016-10-15 01:49:24.012990: step 5060, loss = 0.96 (734.1 examples/sec; 0.174 sec/batch)
